common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),,last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo LINK,highside_DBH(m),rank,top_lists,tree_sp_code,sp_split_range,datum,Year_only _last_measured,Year_only_nominated
black cottonwood*,997,,,,2.67,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.196779,-122.023448,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/997_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,999,,,,2.1,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.186088,-122.034601,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/999_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/999_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>         ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1000,,,,2.3,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.186501,-122.034998,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1000_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1000_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>         ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1001,,,,2.33,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.186559,-122.035043,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1001_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1002,,,,3,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.18667,-122.035461,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1002_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1002_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1002_Act_Skumalasph_SO_3.jpg"" target=""_blank"">3</a>      ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1003,,,,2.1,,,4/10/2021,11/25/2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.186883,-122.03616,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1003_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1003_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>         ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1006,,,,2.05,,,4/20/2021,11/25/2021,Fraser River,Dewdney,Private land,,49.148784,-122.138542,13,"Private land - please respect private property and view from a distance. From HWY 7, turn South onto Nicomen Island Trunk Road. Turn South on an unnamed gravel road when nearing the tree's coordinates. It is situated in a grove of large cottonwood in the middle of a field by a pond.",,Sean O'Rourke,Lauren Shields,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1006_Act_Fraser_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1007,,,,2.4,,,2/20/2021,11/25/2021,Barnston Island,Surrey,Provincial land,,49.190601,-122.678621,3,"After taking the ferry to Barnston Island, turn East onto Dyke Crest Road. The tree is right beside the road (North side), just past where it joins Centre Road, on the Eastern end of the Island. It is right on the boundary of the powerline RoW.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1007_Act_Barnston_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1010,,,,2.45,,,10/10/2021,11/25/2021,Matsqui Island,Mission,First Nations,Three Islands IR 3,49.125762,-122.350621,8,Matsqui Island is boat access only. Request permission from Matsqui First Nation prior to visiting. ,,Sean O'Rourke,Colin Spratt,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1010_Act_Matsqui_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1011,,,,2.2,,,10/10/2021,11/25/2021,Matsqui Island,Mission,First Nations,Three Islands IR 3,49.124905,-122.349141,8,Matsqui Island is boat access only. Request permission from Matsqui First Nation prior to visiting. ,,Sean O'Rourke,Colin Spratt,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1011_Act_Matsqui_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1012,,,,2.87,,,8/3/2021,11/25/2021,Bert Brink Wildlife MA,Chilliwack,Parks/reserves,Bert Brink Wildlife MA,49.135137,-122.083537,6,"Turn off HWY 1 in Chilliwack onto Industrial Way, turning West shortly afterwards onto Dyke Crest Road. Park along this road and bushwhack in. Proceed with caution, the area is thick with blackberry.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1012_Act_Bert_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1076,,,,2.47,25.7,,12/4/2021,12/4/2021,Horseshoe Slough,Richmond,Private land,,49.12321,-123.103405,3,"Private land - please respect private property and view from a distance.  Drive to the Horseshoe Slough Trail trailhead in Richmond, at the South end of Shell Road. Hike South, stopping when the trail bends East. The tree will be visible from here. Bushwhack, minding the blackberry, South towards the tree and the slough. Cross the slough and arrive at the tree. ","Twin-stem cottonwood, possibly at one point two separate trees, now fused together, splitting about 2.5m from the base. Massive English ivy infestation, covering virtually 100% of the tree, likely contributing to recent loss of limbs. Large bird nest.",Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1076_Act_Richmond_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1076_Act_Richmond_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1076_Act_Richmond_SO_3.jpg"" target=""_blank"">3</a>      ",,,,37,c,WGS 84,2021,2021
black cottonwood*,1137,,,,2.17,,,3/5/2022,5/2/2022,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.191161,-122.04247,14,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,Colin Spratt,Ian Thomas,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1137_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1137_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1137_Act_Skumalasph_SO_3.jpg"" target=""_blank"">3</a>      ",,,,37,c,WGS 84,2022,2022
black cottonwood*,1138,,,,1.81,,,3/5/2022,5/2/2022,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.191046,-122.04208,14,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,Colin Spratt,Ian Thomas,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1138_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>            ",,,,37,c,WGS 84,2022,2022
black cottonwood*,1719,White R. Cottonwood,,,1.66,,,6/22/2024,12/1/2024,White River,Sayward,Parks/reserves,White River PP,50.142,-126.031,,,,Iain Reid,Akshay Russell,,,Iain Reid,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1719_Act_WhiteRCottonwood_IR_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1719_Act_WhiteRCottonwood_IR_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1719_Act_WhiteRCottonwood_IR_3.jpg"" target=""_blank"">3</a>      ",,,,37,c,,2024,2024
black cottonwood^,1475,Eco ,"347""",34,1.74,24,,9/2/2023,3/8/2024,Prentice Park,Fernie,Municipal/city,City of Fernie,49.494168,-115.162222,1010,"Located in Prentice Park, within the Eco Garden grounds. Accessed from Highway #3, turn East at the 13th Street traffic lights, turn left onto 5th Ave. The huge cottonwood is visible on your right, just beside the ball diamond fence. ",,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1475_Act_Eco_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1475_Act_Eco_TN_2.jpg"" target=""_blank"">2</a>         ",,multi,,37,i,,2023,2024
black cottonwood^,1904,Pyramid Cottonwood,461,50.3,2.24,22.7,,6/6/2025,7/5/2025,Pass Lake,Prince George,Provincial land,,54.125589,-121.394408,809,"Km 39 on Pass Lake FSR. There is an old, very brushed in road to near the tree.","Flat, SBSvk, surrounded by Sx and other cottonwoods. Has a few arm like candlebra branches 50-75cm diameter. Bottom trunk fluted, no obvious cracks, holes, burls. Within 20m of year round creek.",Bonnie Hooge,Craig Evanoff,Gretchen Prystawik,,Gretchen Prystawik,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1904_Act_Pyramid_BH_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1904_Act_Pyramid_BH_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1904_Act_Pyramid_BH_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1904_Act_Pyramid_BH_4.jpg"" target=""_blank"">4</a>   ",,1,1,37,i,WGS 84,2025,2025
black cottonwood^,1474,Fitzen Cottonwood,420,39.6,2.27,12,,9/16/2023,3/8/2024,Morrissey Meadows ,Fernie,Private land,Nature Conserv. of CA,49.370279,-115.014167,,Located on the “Fitzen Farm” and accessed from Highway #3 just to the east of the Morrissey intersection.,,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1474_Act_Fitzen_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1474_Act_Fitzen_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1474_Act_Fitzen_TN_3.jpg"" target=""_blank"">3</a>      ",,2,1,37,i,,2023,2024
black cottonwood^,1628,Barney,401,37.3,2.12,20,,9/28/2024,11/11/2024,Elk River,Fernie,Private land,,49.455,-115.064167,990,"Drive south from Fernie on Cokato Road, turn right on Robinson Rd, cross railway tracks, turn left on Hill road to end at gate, walk towards river. Tree is downstream.",Substantial grove of veteran black cottonwoods along the edge of the Elk River. Tree estimated to be 400 years old (Terry Nelson).  A total of 0.20m was subtracted from the DBH to account for the small cedar tree captured by the DBH tape.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1628_Act_Mac_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1628_Act_Mac_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1628_Act_Mac_TN_3.jpg"" target=""_blank"">3</a>      ",,3,1,37,i,,2024,2024
black cottonwood^,1017,,384,30.1,2.19,18,,4/14/2021,12/1/2021,Cokato / Elk River,Fernie,Private land,City of Fernie,49.428333,-115.049167,985,"The City sewage treatment lagoons is your interim destination. Follow Cokato south out of Fernie, until reaching Thompson Rd., turn right, cross railway tracks, continue until end of the road. This is sometimes a closed gate. If open, drive to lagoons chainlink fence, and follow it west toward the river. The Cokato “Forgotten Forest” is all along the Elk River.",A very interesting forest composition with some very old +400 year old trees intermixed with the 120 year old fire gen. trees.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1017_Act_Cokato_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1017_Act_Cokato_TN_2.jpg"" target=""_blank"">2</a>         ",,4,1,37,i,,2021,2021
black cottonwood^,1367,,361,47.2,1.53,19.9,,7/4/2023,6/28/2023,Polson Park,Vernon,Municipal/city,City of Vernon,50.26005,-119.273329,380,Park at northwest corner of the park and walk towards where Vernon Creek crosses Highway 97.  There are three giant cottonwoods; this is the closest to the creek.  ,,Terry Pitt-Brooke,,,,Greg O'Neill,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1367_Act_Polson_TP_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1367_Act_Polson_TP_2.jpg"" target=""_blank"">2</a>         ",,5,1,37,i,,2023,2023
black cottonwood^,2062,Buttsy Cottonwood,358,32.8,1.85,26,,11/20/2025,11/29/2025,Sewage lagoons,Fernie,Municipal/city,City of Fernie,49.428889,-115.049722,980,"Drive south from Fernie on Cokato Road. Turn left onto Thompson Road, follow to end, then walk down beside lagoon chainlink fence into forest.","Large ancient cottonwoods spaced widely in a regenerating forest of cedar, spruce, and birch. Tree has a broken top with new branches.",Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2062_Act_Buttsy_TN_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2062_Act_Buttsy_TN_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2062_Act_Buttsy_TN_3.jpg"" target=""_blank"">3</a>      ",,6,1,37,i,,2025,2025
black cottonwood^,1016,Hunk,354,26,2.08,14,,9/15/2021,12/1/2021,Elk R. South Flood.,Elko,Parks/reserves,Nature Conserv. of CA,49.308333,-115.059167,930,The River Rd. FSR follows along the east side of the Elk River opposite side from highway 3. The area between the CPR tracks and the river has many hidden cottonwoods to be discovered.,"The famed Morrissey Ancient Cottonwood site has many fine trees, so it is only to be expected that some other big cottonwoods are present in other Elk river locations. This big old age beaten tree has many broken limbs all strewn about at its base, but otherwise seems healthy.",Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1016_Act_Elk-South_TN_1.jpg"" target=""_blank"">1</a>            ",,7,1,37,i,,2021,2021
black cottonwood^,1532,,341,40.6,1.59,14.8,,10/3/2024,6/22/2024,Tranquille R. Meadows,Kamloops,unknown,,50.824444,-120.597778,722,"Approx, 25 km down Red Lake road past the Kamloops airport. Pullout located on right and left side of road, once in the now closed Tranquille Meadows  Rec Site, follow the Tranquille River south through some dense brush, an open spruce grove and eventually opening up to this cottonwood. If you back in or park in the pull out on the right hand side up river, walk directly down hill until you get to the water, the tree will be visible along waters edge.",Tree growing on stream edge of Tranquille River on mid-bench flood plain (FM01) site series. Tree surrounded by heavy coarse woody debris both from flooding and shedding of its own branches. ,Brayden Stephenson,,,,Jonathan Van Elslander,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1532_Act_Tranquille_BS_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1532_Act_Tranquille_BS_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1532_Act_Tranquille_JE_1.jpg"" target=""_blank"">3</a>      ",1.59,8,1,37,i,,2024,2024
black cottonwood^,1473,Big Shadow,338,30.3,1.79,21,,7/12/2023,3/8/2024,Cranbrook Hill,Prince George,Provincial land,,53.913056,-122.85389,800,Cranbrook Hill Road to Broughton Road then to the end of Peardon Road. The big tree is in the forest to the right.,,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1473_Act_Bigshadow_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1473_Act_Bigshadow_TN_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1473_Act_Bigshadow_TN_4.jpg"" target=""_blank"">3</a>      ",,9,1,37,i,,2023,2024
black cottonwood^,1445,,330,39.2,1.54,14,,2/1/2024,2/14/2024,North Thompson,Valemount,Provincial land,,52.48351,-119.17573,760,"From Valemount, drive south towards Blue River for 46 km. Take exit to Gosnell Road, then turn left onto North Thompson FSR. Tree is on the side of the mainline about 3.5 km up from Gosnell Road. In winter, a snowmobile is required to access the tree. ",Site is roadside in ICH forest. Tree appears healthy.,Iain Reid,Sean Allin,Nick Lai,,Iain Reid,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1445_Act_NorthThompson_IR_1.jpg"" target=""_blank"">1</a>            ",,10,1,37,i,NAD 83,2024,2024
black cottonwood^,1152,,328,40.2,1.48,16,,6/18/2022,11/7/2022,Little Lost Lake,Tete Jaune Cache,Parks/reserves,Little Lost L. Rec. Site,52.98461,-119.40788,916,"From Tete Jaune Cache, drive east on Highway 5 / 16 for 3 kilometers towards Mount Robson. Park at pullout on south side of the highway just past truck weigh scale pullout. Cross the highway and find the trailhead for Little Lost Lake Recreation Site about 100m west of the pullout. There is a sign marking the trail. Hike up Little Lost Lake trail for about 1.6 km. Just after crossing a creek, bushwack about 150m off the trail to reach the tree.","Tree is healthy. In wet forest surrounded by red cedar, white spruce, and devils club.",Iain Reid,,,,Iain Reid,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1152_Act_LittleLost_IR_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1152_Act_LittleLost_IR_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1152_Act_LittleLost_IR_3.jpg"" target=""_blank"">3</a>      ",,11,2,37,i,WGS 84,2022,2022
black cottonwood^,2061,Bumpy Cottonwood,322,29.8,1.72,14,,11/20/2025,11/29/2025,Sewage lagoons,Fernie,Municipal/city,City of Fernie,49.426944,-115.047778,975,"Drive south from Fernie on Cokato Road. Turn left onto Thompson Road, follow to end, then walk down beside lagoon chainlink fence into forest.","Large ancient cottonwoods spaced widely in a regenerating forest of cedar, spruce, and birch. Tree has new growth on top.",Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2061_Act_Bumpy_TN_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2061_Act_Bumpy_TN_4.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2061_Act_Bumpy_TN_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2061_Act_Bumpy_TN_3.jpg"" target=""_blank"">4</a>   ",,12,2,37,i,,2025,2025
black cottonwood^,1629,Old Beater,302,28.8,1.57,16,,9/28/2024,11/11/2024,Elk River,Fernie,Private land,,49.453056,-115.061389,990,"Drive south from Fernie on Cokato Road, turn right on Robinson Rd, cross railway tracks, turn left on Hill road to end at gate, walk towards river. Tree is downstream.",Substantial grove of veteran black cottonwoods along the edge of the Elk River. Tree has a broken top.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1629_Act_Mac_TN_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1629_Act_Mac_TN_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1629_Act_Mac_TN_2.jpg"" target=""_blank"">3</a>      ",,13,2,37,i,,2024,2024
black cottonwood^,2045,Elkline Cottonwood,296,36.8,1.32,14,,10/30/2025,11/29/2025,Morrissey/Elk R.,Fernie,Private land,Nature Conserv. of CA,49.357222,-115.006389,940,"Turn off of Highway 3 at Morrissey junction, follow River Rd. downstream after crossing Elk River bridge. Road to right just before Morrissey Creek leads to CPR tracks. Area on opposite side of tracks is an old-growth forest. ",Many large cottonwoods occupy this area.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2045_Act_ElklineCokato_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2045_Act_ElklineCokato_TN_2.jpg"" target=""_blank"">2</a>         ",,14,2,37,i,,2025,2025
black cottonwood^,1151,,295,33.6,1.43,10.3,,6/18/2022,11/7/2022,Little Lost Lake,Tete Jaune Cache,Parks/reserves,Little Lost L. Rec. Site,52.98493,-119.41042,892,"From Tete Jaune Cache, drive east on Highway 5 / 16 for 3 kilometers towards Mount Robson. Park at pullout on south side of the highway just past truck weigh scale pullout. Cross the highway and find the trailhead for Little Lost Lake Recreation Site about 100m west of the pullout. There is a sign marking the trail. Hike up Little Lost Lake trail for about 2 km. Just before reaching the lake, bushwack about 100m off the trail to reach the tree.","Tree has a broken top but is in good health. Surrounding vegetation includes douglas maple, black cottonwood, elderberry, paper birch. Tree is close to shoreline of Little Lost Lake and is on flat ground.",Iain Reid,,,,Iain Reid,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1151_Act_LittleLost_IR_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1151_Act_LittleLost_IR_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1151_Act_LittleLost_IR_3.jpg"" target=""_blank"">3</a>      ",,15,2,37,i,WGS 84,2022,2022
black cottonwood^,468,,294,42.3,1.14,18,,10/28/2019,11/13/2019,Lois Cr. Trails,Kimberley,Tree Farm Lic.,,49.718235,-115.969721,1216,"From downtown Kimberley drive up to the townsite area, past the Kimberley Medical Clinic.  Access the Lois Cr. Trails from the 8th and Elko trailhead.  Take Bart's out to P Junction (2.1 km).  Then follow A Frame north for about 1.2 km.  The Big Tree is located just past another cotttonwood which is right on the trail.   The tree is about 50m before a long boardwalk and 15m in from the trail, near a fallen spruce. ","Large burl and fungus shown on photo. This tree is located within a wet meadow with spruce and cedar in an uncut reserve  between logged areas.  The meadow forms an unusual shape as it runs just north and east of a very sharp, forested ridge. The lower few branches are dead, live above 13m, and the main trunk starts to branch at 16m+.",Dave Hale,,,,Dave Hale,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/468_Act_Lois_DH_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/468_Act_Lois_DH_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/468_Act_Lois_DH_1.jpg"" target=""_blank"">3</a>      ",,16,2,37,i,,2019,2019
black cottonwood^,2046,Tunnel View Cottonwood,267,27.5,1.36,11,,10/30/2025,11/29/2025,Morrissey/Elk R.,Fernie,Private land,Nature Conserv. of CA,49.356667,-115.006389,945,"Turn off of Highway 3 at Morrissey junction, follow River Rd. downstream after crossing Elk River bridge. Road to right just before Morrissey Creek leads to CPR tracks. Area on opposite side of tracks is an old-growth forest.",Many large cottonwoods occupy this area. Tree has a broken top.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2046_Act_TunnelView_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2046_Act_TunnelView_TN_2.jpg"" target=""_blank"">2</a>         ",,17,2,37,i,,2025,2025
black cottonwood^,2055,Burton Cottonwood,240,31.3,0.98,20,,11/7/2025,11/29/2025,Burton Creek,Elko,Provincial land,,49.340556,-115.147222,1160,"From Highway 3, turn off onto Burton Lake Road continue past lake turn-off, take right turn onto gravel before the subdivision access. Walk up creek ravine.",One individual cottonwood had managed to root itself right in the middle of the creek.,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2055_Act_Burton_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2055_Act_Burton_TN_2.jpg"" target=""_blank"">2</a>         ",,18,2,37,i,,2025,2025
